,Blind_Assessment,Origin
389,"brightly and brilliantly fruit- and floral-toned. raspberries on fresh goat cheese, narcissus-like flowers, fresh pipe tobacco, hints of chocolate and musk in aroma and cup. roundly and gently lactic-tart in structure, with bright acidity; full, nectar-like mouthfeel. deep, rich, flavor-saturated finish.",colombia
390,"exceptionally balanced, elegant, resonantly spice-toned. red currant, butterscotch, hazelnut butter, honeysuckle, sandalwood in aroma and cup. sweet-toned structure with sweetly tart, vivacious acidity; lively, creamy-smooth mouthfeel. the long, resonant finish carries over all the aromas and flavors of the cup.",guatemala
391,"richly sweet-tart, cleanly fruit-toned. pineapple guava, rhododendron, cocoa nib, cane sugar, a hint of spearmint in aroma and cup. brightly sweet with citrusy acidity; full, satiny-smooth mouthfeel. the crisp, lingering finish centers around notes of rhododendron and spearmint.",panama
392,"sweet-savory, richly layered, complex. tamarind, tangerine zest, nutella, black sage, myrrh in aroma and cup. savory-sweet structure with citrusy acidity; very full, syrupy mouthfeel. long, satisfying finish driven by tart fruit, citrus zest and dark chocolate impulses.",kenya
393,"sweetly tart, very fruity. watermelon candy, dried lychee, cocoa nib, oak, meyer lemon zest in aroma and cup. lively, bright acidity; crisp, satiny mouthfeel. very long, flavor-laden, rich-toned finish.",costarica
394,"richly aromatic, deep-toned, vibrant. red currant, toffee, hazelnut, freesia, fresh-cut oak in aroma and cup. juicy-sweet structure with bright acidity; plush, syrupy mouthfeel. the resonant finish consolidates to notes of toffee and hazelnut with a hint of freesia.",kenya
395,"fruit-forward, sweetly nut-toned. blueberry, almond butter, baking chocolate, narcissus, cedar in aroma and cup. sweet-toned structure with gentle, round acidity; full, creamy mouthfeel. the resonant finish centers around notes of blueberry and baking chocolate with undertones of cedar.",ethiopia
396,"sweetly herbaceous and juicy-bright. black cherry, lemon-thyme, cocoa nib, frankincense, pink grapefruit zest in aroma and cup. very sweet with vibrant, juicy acidity; plush, syrupy mouthfeel. the finish centers around notes of cocoa nib and lemon-thyme.",guatemala
397,"deep, savory-sweet, balanced. sweet pipe tobacco, nut melange, oak, hints of lily and tamarind in aroma and cup. brisk and tart-savory in structure, with a cushion of sweetness. light but silky in mouthfeel. the finish consolidates around hints of tobacco and tamarind.",indonesia
398,"balanced, chocolaty, nut-toned. baking chocolate, hazelnut butter, date, orange zest, cedar in aroma and cup. sweet in structure with bright acidity; crisp, velvety mouthfeel. the nut-toned finish is long and very sweet.",colombia
400,"richly fruit and spice-toned. dried elderberry, clove, agave syrup, marjoram, sandalwood in aroma and cup. sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. the resonant finish leads with notes of elderberry and sandalwood.",colombia
401,"crisply chocolaty, deep-toned. baking chocolate, almond, lily, candy apple, fir in aroma and cup. sweet structure with gently round acidity; full, crisply syrupy mouthfeel. gently drying, quite chocolaty finish.",mexico
402,"cleanly fruit-toned, juicy, deep. raspberry coulis, cocoa nib, lavender, hazelnut, fresh-cut oak in aroma and cup. high-toned, sweetly tart structure with juicy-vibrant acidity; plush, syrupy mouthfeel. rich, inviting, flavor-saturated finish.",ethiopia
403,"juicy-bright, balanced. raspberry, cocoa nib, lemon verbena, almond butter, fresh-cut oak in aroma and cup. high-toned, sweetly tart acidity; crisp, satiny mouthfeel. lemon verbena and cocoa nib predominate in the finish.",kenya
404,"deep-toned, richly sweet. passionfruit, scorched sandalwood, violet, tangerine, cocoa powder in aroma and cup. gentle but juicy acidity; plush, syrupy mouthfeel. honey-like, floral finish with legs.",kenya
405,"honey-sweet and spice-toned. baking spices, honey, dark chocolate, lavender, cedar in aroma and cup. sweet in structure with a balancing tart and savory edge. very smooth, silky-satiny mouthfeel. balanced and comprehensive in the finish, alive with all of the notes from the cup.",indonesia
406,"evaluated in brew bag format with a steeping time of 5 minutes in 8 ounces of water. crisply nutty and chocolaty. brown sugar, hazelnut, baking chocolate, lily, oak in aroma and cup. sweet-toned structure with gentle, round acidity; crisp, satiny-smooth mouthfeel. quiet but confident finish centered around notes of baking chocolate and hazelnut.",burundi
407,"evaluated as espresso. rich-toned, gently fruit-forward. pomegranate, baking chocolate, narcissus, cedar, almond butter in aroma and small cup. crisp, velvety mouthfeel; chocolaty, subtly fruit-toned finish. in three parts milk, tart fruit notes soften and baking chocolate and narcissus come forward.",guatemala
408,"refreshingly bright, citrusy-sweet. tangerine, lychee, ginger blossom, agave syrup, cedar in aroma and cup. high-toned, citrusy acidity; crisp, satiny mouthfeel. finish consolidates to notes of tangerine and cedar with hints of ginger blossom.",colombia
409,"deeply pungent, sweetly savory. dark chocolate, narcissus, black cherry, cardamom, cashew in aroma and cup. sweet-savory structure with roundly tart acidity; full, creamy mouthfeel. the floral-toned finish leads with notes of narcissus, balanced by dark chocolate and cashew underneath.",colombia
410,"sweetly savory, deep-toned. dark chocolate, red plum, hop flowers, bay leaf, agave syrup in aroma and cup. crisply sweet structure with savory undertones and gentle acidity; full, viscous mouthfeel. gently dying finish with leading notes of dark chocolate and hop flowers.",guatemala
411,"evaluated as espresso. richly sweet, crisply chocolaty. dark chocolate, date, magnolia, oak, a hint of marjoram in aroma and small cup. satiny mouthfeel; crisp, chocolaty finish. in cappuccino-scaled milk, deep chocolate notes are further animated, as are magnolia-like florals.",colombia
412,"complex, floral- and citrus-toned. lilac, cocoa nib, tangerine zest, apricot, sandalwood in aroma and cup. delicately sweet-tart with juicy acidity; very full, syrupy mouthfeel. the deeply flavor-saturated finish resonates on and on.",panama
413,"evaluated in brew bag format with a steeping time of 5 minutes in 8 ounces of water. gently fruit-forward and chocolaty. cocoa powder, narcissus, red grape, grapefruit zest, gently scorched mesquite in aroma and cup. crisply sweet structure with gentle acidity; full, velvety mouthfeel. chocolaty, floral-toned finish.",ethiopia
414,"delicately sweet-tart, rich-toned. dried apricot, dark chocolate, cashew butter, plumeria, pink grapefruit zest in aroma and cup. sweet structure with tart, juicy acidity; full, syrupy-smooth mouthfeel. the chocolaty finish centers around notes of plumeria and pink grapefruit zest.",ethiopia
415,"complex, lyrically sweet. nectarine, bergamot, cocoa nib, nougat, wisteria in aroma and cup. sweetly tart structure with malic (apple-like) acidity; delicate, silky, very viscous mouthfeel. the harmonious finish carries through on the promise of the cup.",ethiopia
416,"cocoa- and floral-driven. baking chocolate, plum, fresh-cut fir, lime zest, gardenia in aroma and cup. sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. the finish consolidates to notes of cocoa-toned plum, lime zest, fir.",costarica
417,"crisply chocolaty, floral-toned. baking chocolate, honeysuckle, dried persimmon, almond nougat, fresh-cut oak in aroma and cup. richly sweet structure with gentle, round acidity; plush, buttery mouthfeel. chocolaty and floral finish with undertones of almond.",ethiopia
418,"richly sweet, floral-toned. freesia-like flowers, orange zest, hazelnut, caramel, cedar in aroma and cup. sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. crisp floral- and nut-toned finish.",costarica
419,"high-toned, richly sweet-tart. tea rose, peach, almond butter, oak, maple syrup in aroma and cup. sweetly tart structure with bright, lively acidity; smooth, syrupy mouthfeel. the finish consolidates to notes of almond and maple syrup with tea rose gently resurfacing in the long.",ethiopia
420,"delicate, complex, multi-layered. wild honey, bergamot, freesia-like flowers, thyme, green apple in aroma and cup. sweetly tart with citrusy-bright acidity; delicate, silky mouthfeel. gentle tea-like finish with notes of bergamot and wild honey.",thailand
421,"delicate, sweetly fruit-toned, complex. dried persimmon, nougat, lilac, dark chocolate, a hint of spearmint in aroma and cup. sweetly tart structure with wine-like acidity; satiny, viscous mouthfeel. the chocolaty finish is supported by notes of persimmon and nougat.",ethiopia
422,"bright, balanced, energetic, tropical. star jasmine, passion fruit, cocoa nib, bergamot, wild honey in aroma and cup. richly sweet with elegantly high-toned acidity; buoyantly silky mouthfeel. the long, lingering finish centers around notes of cocoa nib and bergamot with undertones of star jasmine.",peru
423,"richly sweet, delicately tart, very complex. bergamot, star jasmine, pluot, cocoa nib, marjoram in aroma and cup. brightly sweet structure with juicy acidity; crisp, syrupy mouthfeel. resonant, long, lingering finish.",ethiopia
424,"crisply sweet-savory, berry-toned. raspberry, baking chocolate, almond, fir, sarsaparilla in aroma and cup. sweet-savory structure with brisk acidity; very full, creamy mouthfeel. gently drying wood-framed finish with chocolate undertones.",honduras
425,"juicy, fruit-centered. dried apricot, lychee, almond, cocoa nib, magnolia in aroma and cup. sweetly tart structure with bright, vibrant acidity; crisp, syrupy mouthfeel. floral finish supported by dried apricot notes.",costarica
426,"rich, resonant, lyrically juicy. dark chocolate, dried white peach, lilac, myrrh, ginseng in aroma and cup. balanced, high-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. long, lingering, integrated finish fulfills the promise of the cup.",panama
427,"crisp, bright, floral-toned. pluot, star jasmine, cocoa nib, black tea, lemon zest in aroma and cup. sweet structure with pert acidity; satiny-smooth mouthfeel. the gently drying finish is redolent with pluot and cocoa nib.",kenya
428,"juicy, citrusy-sweet. tangerine, cocoa nib, plum, marjoram, freesia-like flowers in aroma and cup. sweet-tart structure with vibrant, high-toned acidity; lightly satiny mouthfeel. the finish consolidates to notes of tangerine zest and cocoa nib.",ethiopia
429,"delicately sweet, berry-toned. strawberry coulis, cocoa nib, freesia-like flowers, hazelnut, cedar in aroma and cup. sweet structure with brisk acidity; crisp, satiny mouthfeel. cocoa-toned finish with quiet strawberry notes carrying into the long.",ethiopia
430,"richly bittersweet, fruity. guava, walnut, kefir, scorched redwood, lemon curd in aroma and cup. complex, sweet-savory structure with fruit-toned acidity; lightly satiny mouthfeel. crisply tart, nutty finish.",guinea
431,"rich-toned, deeply sweet-savory. black cherry, almond nougat, hop flowers, cedar, marjoram in aroma and cup. richly bittersweet structure with gentle, round acidity; very full, syrupy mouthfeel. the finish leads with bittersweet floral notes that suggest hop flowers, with undertones of stone fruit and almond nougat.",colombia
432,"bittersweet, cleanly fruit-toned. dark chocolate, raspberry, pink grapefruit zest, almond butter, lilac in aroma and cup. deeply sweet structure with brisk acidity; syrupy-smooth mouthfeel. the finish centers around notes of dark chocolate and raspberry.",ethiopia
433,"richly tropical, sweetly herbaceous. pineapple, passionfruit, lemon verbena, ginger blossom, toffee in aroma and cup. sparkling acidity; plush, silky mouthfeel. long, lingering harmonious finish.",colombia
434,"delicate, richly aromatic, floral-toned. honeysuckle, cocoa nib, pink grapefruit zest, apricot, marjoram in aroma and cup. sweetly tart with juicy, high-toned acidity; plush, syrupy mouthfeel. floral- and cocoa-driven finish.",ethiopia
